type,by,post_id,post_link,post_message,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb
video,post_user_55698954650,55698954650_10153289790699651,https://www.facebook.com/55698954650/posts/10153289790699651,,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11407421_838865986196900_1084152473_n.jpg?oh=3903cd7957645ce0fb01a18ac6516c26&oe=58C437DA,https://scontent.xx.fbcdn.net/v/t15.0-10/11407421_838865986196900_1084152473_n.jpg?oh=6fecaf992d031e29e37ff4efa3deac4f&oe=58CC91EF,https://www.facebook.com/833426753407490/videos/838865489530283,facebook.com,2015-06-05T19:53:16+0000,1433533996,05/06/2015 21:53,20,16,20,3,39
video,post_user_55698954650,55698954650_10154411973849651,https://www.facebook.com/55698954650/posts/10154411973849651,,https://external.xx.fbcdn.net/safe_image.php?d=AQBm1iE_lgQV_0bS&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FCVTUgqoFR6A%2Fmaxresdefault.jpg&cfs=1&sx=268&sy=0&sw=720&sh=720,https://external.xx.fbcdn.net/safe_image.php?d=AQA5BrxUhMVxAyGJ&w=720&h=720&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FCVTUgqoFR6A%2Fmaxresdefault.jpg&cfs=1&sx=268&sy=0&sw=720&sh=720,https://www.youtube.com/attribution_link?a=sB6cCn8Wfp4&u=%2Fwatch%3Fv%3DCVTUgqoFR6A%26feature%3Dshare,youtube.com,2016-09-15T12:11:20+0000,1473941480,15/09/2016 14:11,3,1,3,0,4
status,post_user_55698954650,55698954650_10154407574444651,https://www.facebook.com/55698954650/posts/10154407574444651,Hola buenas tardes gracias por aceptarme ????,,,,,2016-09-13T20:56:44+0000,1473800204,13/09/2016 22:56,4,3,4,0,7
photo,post_user_55698954650,55698954650_10153540053519651,https://www.facebook.com/55698954650/posts/10153540053519651,Nuevas t�cnicas,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12004815_894979743918632_3914896791671965036_n.jpg?oh=cc1e7b48648df9b102f54dbcc70f0dea&oe=58F97CA4,https://scontent.xx.fbcdn.net/v/t1.0-9/12004815_894979743918632_3914896791671965036_n.jpg?oh=1dc70f2df21050bcadc7bf22d91e3ac3&oe=58CF7939,https://www.facebook.com/Fundacion.Moebius.Esp/photos/a.635315099885099.1073741825.196232087126738/894979743918632/?type=3,facebook.com,2015-09-17T21:40:09+0000,1442526009,17/09/2015 23:40,25,8,25,1,34
status,post_user_55698954650,55698954650_10154408142799651,https://www.facebook.com/55698954650/posts/10154408142799651,Buenas noches a todos  quisiera me ayudasen  con un poco de informaci�n  nosotros vivimos en M�xico  mi hija acaba de dar a luz un beb�sito que lleva el nombre de DANTE a nuestro chiquito de cinco d�as le han diagnosticado moebius..me pueden ayudar compartiendo los cuidados en beb�s sobre su alimentaci�n  de momento le han puesto una sondita para que el coma  debido a que no succiona bien  una vez que pase esta operaci�n no lo entregar�n y podremos llevarlo a casa..he visto algunas fundaciones pero no se que sea m�s recomendable si acudir a estas fundaciones o ir directo a un hospital de especialidades..me regalan sus comentarios por favor.  Gracias a todos.,,,,,2016-09-14T02:54:14+0000,1473821654,14/09/2016 4:54,12,23,12,0,35
status,post_user_55698954650,55698954650_10154407627029651,https://www.facebook.com/55698954650/posts/10154407627029651,Hola a todos mi nombre es guillermo..papa de sofia q tiene moebius!gracias,,,,,2016-09-13T21:22:08+0000,1473801728,13/09/2016 23:22,8,0,8,0,8
status,post_user_55698954650,55698954650_10154394107724651,https://www.facebook.com/55698954650/posts/10154394107724651,,,,,,2016-09-09T09:27:57+0000,1473413277,09/09/2016 11:27,3,0,3,0,3
status,post_user_55698954650,55698954650_10154387977689651,https://www.facebook.com/55698954650/posts/10154387977689651,,,,,,2016-09-07T08:47:01+0000,1473238021,07/09/2016 10:47,0,0,0,0,0
status,post_user_55698954650,55698954650_10153290080724651,https://www.facebook.com/55698954650/posts/10153290080724651,Algu�m de salvador-ba,,,,,2015-06-05T23:05:49+0000,1433545549,06/06/2015 1:05,1,1,1,0,2
status,post_user_55698954650,55698954650_10154348464459651,https://www.facebook.com/55698954650/posts/10154348464459651,??,,,,,2016-08-25T13:55:06+0000,1472133306,25/08/2016 15:55,19,8,24,0,32
photo,post_user_55698954650,55698954650_10154243178544651,https://www.facebook.com/55698954650/posts/10154243178544651,MAS Q ESPECIAL  Celebrar un cumplea�os es causa d alegr�a y m�s si son los 15 a�os pero para mi  celebrar cada uno d tus a�os es la m�s grande bendicion  has sido un ser lleno d amor q ha dado mucho orgullo a toda la familia. El hecho d haber llegado a este mundo  cuidarte  alimentarse  ba�arte y tenerte en mis brazos han sido momentos �nicos y especiales  no sabes cu�nto me ha llenado dedicarme a ti. Q tu seas mi hijo me hace sentir afortunada eres una d las cosas m�s maravillosas q me ha pasado en esta vida por eso le doy gracias a Dios por darme un hijo tan maravilloso y ESPECIAL como t�.  Soy la madre d un ni�o ESPECIAL q hoy est� cumpliendo 15 a�os  dir�n q es un adolescente pero para mi siempre ser�s mi ni�o  mi flaco  mi laly. T AMO. hijo m�o FELIZ CUMPLEA�OS.,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13781697_279875069041772_5880317439843814127_n.jpg?oh=84180e29ec9e8a4f32aa6689428a80c1&oe=58AF152E,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/13781697_279875069041772_5880317439843814127_n.jpg?oh=eb06dc08d38b77029c64fae48e3e2145&oe=58C075D1,https://www.facebook.com/photo.php?fbid=279875069041772&set=gm.10154243178544651&type=3,facebook.com,2016-07-19T11:24:47+0000,1468927487,19/07/2016 13:24,29,13,35,2,50
photo,post_user_55698954650,55698954650_10153961991004651,https://www.facebook.com/55698954650/posts/10153961991004651,Hola familia moebius aca les presento a mi hijo Darryl Lisboa tiene 14 a�os es el segundo de 3 hermanos una ternura de ni�o mi bendicion. Anaco Estado Anzoategui VeneZuela,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12932746_218458215183458_1686457246917202625_n.jpg?oh=e2d49461fd0f5343933fdb6ef7c46bda&oe=58C6B8D7,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12932746_218458215183458_1686457246917202625_n.jpg?oh=e7788f52d34c7c07a9d4ab5559514d7f&oe=58B7AC16,https://www.facebook.com/photo.php?fbid=218458215183458&set=gm.10153961991004651&type=3,facebook.com,2016-03-29T20:36:19+0000,1459283779,29/03/2016 22:36,47,7,50,0,57
photo,post_user_55698954650,55698954650_10154218053599651,https://www.facebook.com/55698954650/posts/10154218053599651,Aqu� les presento a mi bb Elihu de 11 meses .�l es muy tranquilo le gusta ver toy story.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13592765_10154331749422458_841257263084041879_n.jpg?oh=56f86f99e12c0909257b25c30df0904b&oe=58B51E00,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/13592765_10154331749422458_841257263084041879_n.jpg?oh=c38a6d990963d887d6b4a14e57c5d1c4&oe=58CFA770,https://www.facebook.com/photo.php?fbid=10154331749422458&set=gm.10154218053599651&type=3,facebook.com,2016-07-10T06:20:26+0000,1468131626,10/07/2016 8:20,57,8,67,0,75
status,post_user_55698954650,55698954650_10154212237739651,https://www.facebook.com/55698954650/posts/10154212237739651,Se�ores buenas noches conocen algun hospital en Espa�a donde operen a ni�os con este Sindrome.  Si tuvieran el nombre de algun medico para poder conversar sobre este tema. Si es necesario viajo.,,,,,2016-07-08T04:58:22+0000,1467953902,08/07/2016 6:58,4,7,4,0,11
photo,post_user_55698954650,55698954650_10154110463134651,https://www.facebook.com/55698954650/posts/10154110463134651,Hola    Mi nombre es Cristina Faragli y padezco S�ndrome de Moebius. Tengo 45 a�os y vivo en Italia. Me gustar�a haceros saber que he escrito un libro sobre mi vida  ligada al S�ndrome desde mi nacimiento y llena de dificultades  me imagino  como la de todos vosotros. Mi libro lo ha publicado en ingl�s el editor estadounidense McFarland & Co.  y he tenido el honor de que el pr�logo haya sido escrito por el Dr. Ronald Zuker de Toronto  Canad�  quien ha creado y puesto en pr�ctica la llamada �Smile-surgery�.   Present� el libro en mi tierra natal  Cortona  en la Toscana  y muchas personas vinieron para conocerme y reunirse conmigo. Soy muy feliz por este �xito  y espero que sea �til para dar a conocer de alguna manera esta rara enfermedad  nuestra S�ndrome. El libro est� a la venta en los sitios web de Amazon y Barnes & Noble.   �Gracias a todos por vuestro tiempo!,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13315222_1236004426411215_2015181311256876072_n.jpg?oh=7b229cef86ba6eeb26f146dde8bec3c4&oe=58BE950C,https://scontent.xx.fbcdn.net/v/t1.0-9/13315222_1236004426411215_2015181311256876072_n.jpg?oh=c10c2b7c61050d2c5ad25f14dc773078&oe=58BEBE67,https://www.facebook.com/photo.php?fbid=1236004426411215&set=gm.10154110463134651&type=3,facebook.com,2016-05-29T00:53:06+0000,1464483186,29/05/2016 2:53,41,9,44,6,59
video,post_user_55698954650,55698954650_10154034295214651,https://www.facebook.com/55698954650/posts/10154034295214651,https://www.facebook.com/movimientomoebiusmexico/posts/1721913008052759?notif_t=like&notif_id=1461567022254951,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12496843_1169790056387948_767728833_n.jpg?oh=c8924af87389cb6f36e444db0820f616&oe=58C859EB,https://scontent.xx.fbcdn.net/v/t15.0-10/12496843_1169790056387948_767728833_n.jpg?oh=cf726b55c15b8d66734af6623c2c1ea1&oe=58AF2EDE,https://www.facebook.com/ltfrehabilitacionirapuato/videos/1169784523055168/,facebook.com,2016-04-26T02:58:38+0000,1461639518,26/04/2016 4:58,8,0,9,0,9
video,post_user_55698954650,55698954650_10153984793229651,https://www.facebook.com/55698954650/posts/10153984793229651,PALANTEYCONDOS ha estrenado el v�deo  VIVIR CON UNA ENFERMEDAD RARA  donde por primera vez estoy acompa�ada por mi madre  Carmen  explicando en primera persona como lo hemos vivido y como lo estamos viviendo.  Hay que verlo para ponerse en mi piel al tener una enfermedad rara.  #palanteycondos,https://external.xx.fbcdn.net/safe_image.php?d=AQA_d-NDIu90BMbI&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKqbXmSvadOEvCq7blKM9pmiR34Bk_GfOwKgKghzAXwEZqhykYHGzaheipb0lekSHKPPXLj9JIE08E-gq0rbGUzZQBOjJ7N27ZMltgajY_C2lSa8zSR_gtL3sU0MSVZ5Yo1SsEMxDxMXQZBEC5RT5Pv&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQBv3vvMMnWU-rS0&w=720&h=720&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKqbXmSvadOEvCq7blKM9pmiR34Bk_GfOwKgKghzAXwEZqhykYHGzaheipb0lekSHKPPXLj9JIE08E-gq0rbGUzZQBOjJ7N27ZMltgajY_C2lSa8zSR_gtL3sU0MSVZ5Yo1SsEMxDxMXQZBEC5RT5Pv&cfs=1,https://www.youtube.com/watch?v=YDsItUw_lbA,youtube.com,2016-04-05T12:52:01+0000,1459860721,05/04/2016 14:52,15,5,15,0,20
link,post_user_55698954650,55698954650_10153942851474651,https://www.facebook.com/55698954650/posts/10153942851474651,Mi �ltimo corto... Rompiendo barreras....  ,https://external.xx.fbcdn.net/safe_image.php?d=AQD9e2wuN8s0J2-p&w=130&h=130&url=http%3A%2F%2Fwww.jamesonnotodofilmfest.com%2FEPORTAL_IMGS%2FGENERAL%2FNOTODOFILMFEST%2FIMG-cw56ba40352425d%2Ffotogramadelcorto.jpg%3Ft%3D181545&cfs=1&sx=183&sy=0&sw=570&sh=570,https://external.xx.fbcdn.net/safe_image.php?d=AQB6HWQ-h9qjQYON&url=http%3A%2F%2Fwww.jamesonnotodofilmfest.com%2FEPORTAL_IMGS%2FGENERAL%2FNOTODOFILMFEST%2FIMG-cw56ba40352425d%2Ffotogramadelcorto.jpg%3Ft%3D181545,http://www.jamesonnotodofilmfest.com/cortos.html?id=cw56ba4035241ab,jamesonnotodofilmfest.com,2016-03-25T17:21:26+0000,1458926486,25/03/2016 18:21,3,1,3,0,4
status,post_user_55698954650,55698954650_10153887652299651,https://www.facebook.com/55698954650/posts/10153887652299651,Hola familia moebius  mi bebe Elihu de 7 meses naci� con la mitad del rostro paralizado el ment�n ligeramente peque�o y la lengua corta motivo x el cual no pudo mamar de mi pecho correctamente  lo empec� a llevar al hospital de ni�o de bre�a en lima Per� cuando tenia 2 meses x que le roncaba y tos�a mucho el pecho hasta ese momento no me hab�a percatado que se le regresaba la leche  en el hospital me dijeron en gen�tica que sea un probable s�ndrome de M�bius y que tendr�a retraso psicomotor y que lo tragera dentro de 1 a�o para volverlo a evaluar x q si estudiaban sus careotipos no saldr�a nada  bueno lo sigo llevando al hospital x q tambi�n le sonaba el pecho y tenia secreciones a causa de el constante rreflujo y es en este momento que le ponen una sonda nasograstica para q pueda recibir sin ninguna molestia la leche y as� fue luego de una endoscopia donde su duodeno estaba inflamado y decidieron cambiarle la leche a nutramige le cay� muy bien el reflujo hab�a calmado bastante solo se le regresaba cuando lo mov�an  todo ese tiempo no lo cargaba ni lo pod�a mover x temor a q se le regrese  a los 6 meses empec� a ir a rehabilitaci�n para orofacial y los masajes terap�uticos y rayos infrarrojo las terapias le est�n cayendo muy bien al cuerpo ahora esta mejorando el control de ka cabeza y quiere sentarse y gira su cuerpo mejor pero la par�lisis en la mitad del rostro lo sigue teniendo y si cierra los ojos al dormir no babea come papillas no tiene estrabismo ni pie bot.....mi duda es la siguiente sera un bebe M�bius solo x tener la mitad del rostro paralizado si alguien ha pasado x lo q estoy pasando o si me podr�an ayudar d�ndome mejores conocimientos acerca de este s�ndrome les agradecer�a infinitamente x que siento que estoy perdida en todo esto muchas gracias.,,,,,2016-03-11T03:13:01+0000,1457665981,11/03/2016 4:13,18,14,18,2,34
status,post_user_55698954650,55698954650_10153885602389651,https://www.facebook.com/55698954650/posts/10153885602389651,Hola familia moebuis les cuuento q maia ya tiene fecha d operacion para el bot�n gastrico estoy muy nervios alguien q ya paso x esto me puede ayudar..,,,,,2016-03-10T16:39:33+0000,1457627973,10/03/2016 17:39,17,9,18,0,27
status,post_user_55698954650,55698954650_10153821200319651,https://www.facebook.com/55698954650/posts/10153821200319651,Mi corto en JAMESNOTODOFILMFEST Buscar padres e hijos y os saldr� espero cr�ticas,,,,,2016-02-10T19:47:16+0000,1455133636,10/02/2016 20:47,7,0,7,0,7
photo,post_user_55698954650,55698954650_10153789817854651,https://www.facebook.com/55698954650/posts/10153789817854651,Mi princesa moebius,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12572974_430331430510607_6453969154120835910_n.jpg?oh=f26018d4961ab66b642be01a1354842b&oe=58CEECBD,https://scontent.xx.fbcdn.net/v/t1.0-9/12572974_430331430510607_6453969154120835910_n.jpg?oh=6f7cd3725054127c9bdc761b0064e24b&oe=58C5B620,https://www.facebook.com/photo.php?fbid=430331430510607&set=gm.10153789817854651&type=3,facebook.com,2016-01-27T05:01:39+0000,1453870899,27/01/2016 6:01,22,12,22,0,34
status,post_user_55698954650,55698954650_10153786495394651,https://www.facebook.com/55698954650/posts/10153786495394651,Pronto pondre mi nuevo cortometraje con una peque�ita sorpresa...,,,,,2016-01-25T18:48:32+0000,1453747712,25/01/2016 19:48,14,1,15,0,16
status,post_user_55698954650,55698954650_10153774147799651,https://www.facebook.com/55698954650/posts/10153774147799651,,,,,,2016-01-19T21:34:24+0000,1453239264,19/01/2016 22:34,9,0,9,0,9
status,post_user_55698954650,55698954650_10153738005309651,https://www.facebook.com/55698954650/posts/10153738005309651,Hola como est�n  alguien de chile o si conocen alguna persona con el s�ndrome en chile gracias,,,,,2016-01-02T16:17:21+0000,1451751441,02/01/2016 17:17,9,5,9,1,15
video,post_user_55698954650,55698954650_10153731110729651,https://www.facebook.com/55698954650/posts/10153731110729651,V�deo creado para dar a conocer el S�ndrome de Moebius. Enfermedad rara. Han participado afectados de diferentes pa�ses de alrededor del mundo. El Doctor Alexander Cardenas  nos explica detalladamente que es el S�ndrome.   Tan f�cil como verlo y compartirlo. Entre todos vamos a hacer que el S�ndrome de Moebius deje de ser invisible para hacerlo visible!!!  ,https://external.xx.fbcdn.net/safe_image.php?d=AQC3S264fbgeCszO&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FwEld1fcR0kE%2Fhqdefault.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCdQsavQ4je99CY&w=720&h=720&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FwEld1fcR0kE%2Fhqdefault.jpg&cfs=1,https://www.youtube.com/watch?v=wEld1fcR0kE&feature=youtu.be,youtube.com,2015-12-30T14:36:16+0000,1451486176,30/12/2015 15:36,18,2,18,0,20
photo,post_user_55698954650,55698954650_10153711500899651,https://www.facebook.com/55698954650/posts/10153711500899651,,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1916738_952511641495203_1654438429757662291_n.jpg?oh=e5cc89bb01668a1928843a26077a2ca4&oe=58C224A5,https://scontent.xx.fbcdn.net/v/t1.0-9/1916738_952511641495203_1654438429757662291_n.jpg?oh=0a59c8c66d9337417f73a2a849c220a5&oe=58B63516,https://www.facebook.com/photo.php?fbid=952511641495203&set=gm.10153711500899651&type=3,facebook.com,2015-12-21T21:51:24+0000,1450734684,21/12/2015 22:51,3,2,3,0,5
video,post_user_55698954650,55698954650_10153705132564651,https://www.facebook.com/55698954650/posts/10153705132564651,Este es el flexy arm  soluci�n impresa en 3D donada por e-NABLE Colombia y Give me five.,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12066746_1004795586251991_1149221189_n.jpg?oh=7977c7f3603fdeca6c4119118578344e&oe=58AFAB62,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12066746_1004795586251991_1149221189_n.jpg?oh=959d4184596ef5a03f0dd91ddfdd095e&oe=58B3DCB2,https://www.facebook.com/EnableColombia/videos/470142126529816/,facebook.com,2015-12-19T15:50:27+0000,1450540227,19/12/2015 16:50,10,0,10,0,10
status,post_user_55698954650,55698954650_10153592160024651,https://www.facebook.com/55698954650/posts/10153592160024651,Gracias Yolanda Fern�ndez Camara por el agregue   saludos,,,,,2015-10-16T21:20:11+0000,1445030411,16/10/2015 23:20,5,1,5,0,6
photo,post_user_55698954650,55698954650_10153585014689651,https://www.facebook.com/55698954650/posts/10153585014689651,Yolanda Sonrisa Moebius updated the group photo in SINDROME DE MOEBIUS ESPA�A.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11986309_10207093765536528_2178647471278644670_n.jpg?oh=078831dab98dc5159155b512083fbedf&oe=58C6DE3A,https://scontent.xx.fbcdn.net/t31.0-8/s720x720/12068405_10207093765536528_2178647471278644670_o.jpg,https://www.facebook.com/photo.php?fbid=10207093765536528&set=gm.10153585014689651&type=3,facebook.com,2015-10-12T20:51:29+0000,1444683089,12/10/2015 22:51,30,8,30,3,41
link,post_user_55698954650,55698954650_10153584857459651,https://www.facebook.com/55698954650/posts/10153584857459651,Esta pagina ha nacido para buscar afectados por el sindrome en andalucia  si tu eres uno de ellos  mandanos un mensaje y te contestaremos. Dale al me gusta. Gracias.,https://scontent.xx.fbcdn.net/t31.0-1/c221.0.200.200/p200x200/11116321_1520458554912422_1838822071839423536_o.png,https://external.xx.fbcdn.net/safe_image.php?d=AQBUXzK4YKSBwn7C&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft31.0-1%2Fc221.0.200.200%2Fp200x200%2F11116321_1520458554912422_1838822071839423536_o.png,https://www.facebook.com/Moebius-Andaluc�a-1520376354920642/,facebook.com,2015-10-12T18:56:24+0000,1444676184,12/10/2015 20:56,18,5,18,0,23
photo,post_user_55698954650,55698954650_10153584906079651,https://www.facebook.com/55698954650/posts/10153584906079651,Historia de un ni�o muy especial llamado Adam. un angel que ha venido a esta tierra para ense�arnos lo que es el amor.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12115597_701169106680417_4274030107130641176_n.jpg?oh=3defea8b787b75a3c133febce6c70aa6&oe=58D094CB,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12115597_701169106680417_4274030107130641176_n.jpg?oh=2dbab6f606e911a43b8bd221ce9a474b&oe=58B38634,https://www.facebook.com/598187013645294/photos/a.671570489640279.1073741850.598187013645294/701169106680417/?type=3,facebook.com,2015-10-12T19:31:00+0000,1444678260,12/10/2015 21:31,11,1,11,0,12
status,post_user_55698954650,55698954650_10153585019974651,https://www.facebook.com/55698954650/posts/10153585019974651,Este fin de semana ha sido m�gico conversar y conocer nuevos afectados lo mejor. Me he sentido muy orgullosa de ser moebius. Somos una gran familia y as� se ha visto en Burgos.,,,,,2015-10-12T20:56:07+0000,1444683367,12/10/2015 22:56,14,1,14,0,15
event,post_user_55698954650,55698954650_10153371393539651,https://www.facebook.com/55698954650/posts/10153371393539651,El S�ndrome de Moebius a d�a de hoy es desconocido  entre todos hagamos que se conozca a la sociedad. Por eso voy a crear un v�deo a donde ten�is que publicar en el evento: -FOTO del afectado/a -EDAD -PA�S -Algo m�s que a�adir  por ejemplo: tiene pie bot.  Este v�deo saldr�n afectados  profesionales y habr� alguna que otra sorpresa.   Se dar� a entender que si colg�is la foto en la p�gina  estar�is d�ndome la autorizaci�n para ponerla en el v�deo.  A�adir que el v�deo se intentara que se muestre en alg�n canal de televisi�n y en youtube para seguir difundiendo Moebius.  Ten�is tiempo para terminar de subir las fotos hasta el 31 de Agosto.,https://scontent.xx.fbcdn.net/v/t1.0-0/c56.0.130.130/p130x130/11062157_10206042076324531_5107492359790355353_n.jpg?oh=6fdf01d54221ac999bbcfc9630f03c7c&oe=58C10228,https://scontent.xx.fbcdn.net/v/t1.0-9/c183.0.426.426/11062157_10206042076324531_5107492359790355353_n.jpg?oh=0aecbac9bf0fcaad03bfd30d8e47dccc&oe=58C3D6F3,https://www.facebook.com/events/1001092479941727/,facebook.com,2015-07-06T15:40:03+0000,1436197203,06/07/2015 17:40,11,1,11,0,12
status,post_user_55698954650,55698954650_10153576234214651,https://www.facebook.com/55698954650/posts/10153576234214651,,,,,,2015-10-07T21:56:54+0000,1444255014,07/10/2015 23:56,30,8,30,0,38
link,post_user_55698954650,55698954650_10153574010569651,https://www.facebook.com/55698954650/posts/10153574010569651,,https://external.xx.fbcdn.net/safe_image.php?d=AQCOOYw1PSTvYTMl&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKncydhdZgI-jARFcVz9A2feqmd-SXXsb19RdZwkVpO-jlaMhRxWLojVdRn20sNGbl5LWRc308Y4vE8TGTYMyMPwYbzyFHubQzEMrZ-UFvhg4Alf86J2zSixp6mwR7QX0NpOn1xeyJaAbAWEVDaZ2Ad&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQD8wTEilWOpRTem&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKncydhdZgI-jARFcVz9A2feqmd-SXXsb19RdZwkVpO-jlaMhRxWLojVdRn20sNGbl5LWRc308Y4vE8TGTYMyMPwYbzyFHubQzEMrZ-UFvhg4Alf86J2zSixp6mwR7QX0NpOn1xeyJaAbAWEVDaZ2Ad,http://moebius.org/encuentro2015.html,moebius.org,2015-10-06T13:49:02+0000,1444139342,06/10/2015 15:49,24,0,24,0,24
video,post_user_55698954650,55698954650_10153551462849651,https://www.facebook.com/55698954650/posts/10153551462849651,,https://external.xx.fbcdn.net/safe_image.php?d=AQBYLVHEapLhg37P&w=130&h=130&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F0AYYrSaE0pE%2Fhqdefault.jpg&cfs=1&sx=8&sy=0&sw=360&sh=360,https://external.xx.fbcdn.net/safe_image.php?d=AQAEebfVWJFfJE8P&w=360&h=360&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F0AYYrSaE0pE%2Fhqdefault.jpg&cfs=1&sx=8&sy=0&sw=360&sh=360,https://www.youtube.com/watch?v=0AYYrSaE0pE&feature=share,youtube.com,2015-09-23T06:28:08+0000,1442989688,23/09/2015 8:28,9,0,9,0,9
photo,post_user_55698954650,55698954650_10153540007464651,https://www.facebook.com/55698954650/posts/10153540007464651,Algo en lo que llevamos mucho tiempo trabajando y que esperamos sirva de ayuda a los afectados de habla hispana.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12002774_894954533921153_7010207417579410153_n.jpg?oh=389b9f4149568a4fcbaaafd50388dd29&oe=58FBC5B2,https://scontent.xx.fbcdn.net/v/t1.0-9/12002774_894954533921153_7010207417579410153_n.jpg?oh=b790e88b74302780e50f27589cc9987e&oe=58B3D52F,https://www.facebook.com/Fundacion.Moebius.Esp/photos/a.203725139710766.49827.196232087126738/894954533921153/?type=3,facebook.com,2015-09-17T21:12:44+0000,1442524364,17/09/2015 23:12,15,2,15,0,17
photo,post_user_55698954650,55698954650_10153500618559651,https://www.facebook.com/55698954650/posts/10153500618559651,Carlos David Gomez Rico shared Heroes Moebius  Mexico s photo to the group: SINDROME DE MOEBIUS ESPA�A.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11923229_890150187738063_6498741436754372331_n.jpg?oh=1cecd632ff558005b002bd0a4dc987ee&oe=58D020BE,https://scontent.xx.fbcdn.net/v/t1.0-9/11923229_890150187738063_6498741436754372331_n.jpg?oh=bf4f88b4f86cd1ddf50b5ddc1d28ced6&oe=58BD0723,https://www.facebook.com/HEROESMOEBIUSMEXICO/photos/a.864957996923949.1073741828.864882353598180/890150187738063/?type=3,facebook.com,2015-09-01T05:50:01+0000,1441086601,01/09/2015 7:50,44,12,44,0,56
photo,post_user_55698954650,55698954650_10153540021709651,https://www.facebook.com/55698954650/posts/10153540021709651,Avances,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12039248_894973610585912_2080981802771093840_n.jpg?oh=b289a69483a7d29e0b07e41462c32987&oe=58AF1A79,https://scontent.xx.fbcdn.net/v/t1.0-9/12039248_894973610585912_2080981802771093840_n.jpg?oh=074b47f4e71532b91c45e8bfba2019f3&oe=58BF79E4,https://www.facebook.com/Fundacion.Moebius.Esp/photos/a.203725139710766.49827.196232087126738/894973610585912/?type=3,facebook.com,2015-09-17T21:23:25+0000,1442525005,17/09/2015 23:23,6,0,6,0,6
status,post_user_55698954650,55698954650_10153527717379651,https://www.facebook.com/55698954650/posts/10153527717379651,Merci pour l ajout,,,,,2015-09-12T21:38:27+0000,1442093907,12/09/2015 23:38,2,1,2,0,3
photo,post_user_55698954650,55698954650_10153522988954651,https://www.facebook.com/55698954650/posts/10153522988954651,El es Francisco,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12003359_803820156382760_5010298830560723777_n.jpg?oh=08e708030740880a485f46444110d631&oe=58C07E27,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12003359_803820156382760_5010298830560723777_n.jpg?oh=8327e14371c1c8f40bea9e8959a35048&oe=58AF0ED8,https://www.facebook.com/photo.php?fbid=803820156382760&set=gm.10153522988954651&type=3,facebook.com,2015-09-11T00:21:24+0000,1441930884,11/09/2015 2:21,45,17,45,0,62
